True_X,True_Y,True_Z,Pred_X,Pred_Y,Pred_Z,Err_0,AbsErr_0,Err_1,AbsErr_1,Err_2,AbsErr_2,Euclidean_Error,Err_X,Err_Y,Err_Z,AbsErr_X,AbsErr_Y,AbsErr_Z
-368.05304664,9.95439675,99.39239633,211.03825,72.89226,-46.077248,579.0913004241797,579.0913004241797,62.93786094042969,62.93786094042969,-145.4696439496289,145.4696439496289,600.3909741961223,579.09129664,62.93786324999999,-145.46964433,579.09129664,62.93786324999999,145.46964433
349.63705827,-99.78599116,-46.01231466,-221.03767,-59.869453,32.66182,-570.6747322201953,570.6747322201953,39.91653772982421,39.91653772982421,78.67413411800781,78.67413411800781,577.4535435593212,-570.6747282700001,39.916538159999995,78.67413465999999,570.6747282700001,39.916538159999995,78.67413465999999
-439.54369723,38.5583534,183.62982889,44.59949,39.871315,-50.516167,484.1431883493848,484.1431883493848,1.3129616024414048,1.3129616024414048,-234.1459955770117,234.1459955770117,537.7924292891317,484.14318723,1.3129616000000013,-234.14599589,484.14318723,1.3129616000000013,234.14599589
416.09682964,-109.7907532,181.22356608,-62.92751,9.862432,45.80992,-479.0243389478613,479.0243389478613,119.65318472618408,119.65318472618408,-135.41364481535155,135.41364481535155,511.97466562391844,-479.02433964,119.6531852,-135.41364608,479.02433964,119.6531852,135.41364608
-407.70199294,83.75343603,13.15491032,97.45794,40.333992,-30.706697,505.1599320879493,505.1599320879493,-43.41944402560547,43.41944402560547,-43.86160778398926,43.86160778398926,508.91614885412463,505.15993294000003,-43.41944403,-43.86160732,505.15993294000003,43.41944403,43.86160732
414.11752625,64.54606764,168.62544126,-20.977667,14.9106865,-0.91551495,-435.0951931048584,435.0951931048584,-49.63538114708008,49.63538114708008,-169.5409562059839,169.5409562059839,469.5909220617122,-435.09519325,-49.63538114000001,-169.54095621,435.09519325,49.63538114000001,169.54095621
-401.85410127,141.39007462,164.90168109,11.452375,58.840984,-6.295475,413.3064766819873,413.3064766819873,-82.54909027551759,82.54909027551759,-171.19715609610353,171.19715609610353,454.9121474990714,413.30647627,-82.54909062000002,-171.19715609000002,413.30647627,82.54909062000002,171.19715609000002
441.94954417,164.96411838,102.19862183,21.793737,31.104528,1.5463877,-420.155806758501,420.155806758501,-133.85958995287598,133.85958995287598,-100.65223415757568,100.65223415757568,452.3053885050851,-420.15580717,-133.85959038000001,-100.65223413,420.15580717,133.85959038000001,100.65223413
-250.43898059,47.97057482,84.55825371,154.71725,58.6846,-94.85086,405.1562352286719,405.1562352286719,10.714026010078122,10.714026010078122,-179.40911430570313,179.40911430570313,443.2313071113802,405.15623059,10.71402518,-179.40911370999999,405.15623059,10.71402518,179.40911370999999
404.76208306,184.88140578,-0.19347218,2.7684264,33.995377,-46.409172,-401.9936566416956,401.9936566416956,-150.88602919308593,150.88602919308593,-46.21569987810547,46.21569987810547,431.8580606932436,-401.99365666,-150.88602878,-46.21569982,401.99365666,150.88602878,46.21569982
-316.14232902,65.52677598,-125.87326267,84.87454,55.675297,4.930088,401.0168712563281,401.0168712563281,-9.85147919655273,9.85147919655273,130.8033507132129,130.8033507132129,421.9254642981343,401.01686901999994,-9.851478979999996,130.80335067000001,401.01686901999994,9.851478979999996,130.80335067000001
-365.25879765,127.08967967,-32.02454223,44.737152,55.423054,21.699121,409.9959497496094,409.9959497496094,-71.66662592854492,71.66662592854492,53.72366370521973,53.72366370521973,419.66536187202735,409.99594965,-71.66662567,53.72366323,409.99594965,71.66662567,53.72366323
-354.898388,57.23341556,109.49376894,16.145414,62.09764,-39.44694,371.043802352417,371.043802352417,4.86422543121094,4.86422543121094,-148.94071031573242,148.94071031573242,399.8505951747074,371.043802,4.864224440000001,-148.94070893999998,371.043802,4.864224440000001,148.94070893999998
